"Diameter","stdresid"
3.5,-0.0503448897646629
3.8,0.22093420155376
4.1,0.858557413401067
4.5,0.581343888276714
6,0.477055702635042
5.4,-0.273501569555176
5.5,0.3776180353668
6.1,0.304382112482136
11,0.298070734135048
11,0.833294701071943
11,-0.627163207400585
11,0.833294701071943
11,-1.41843182411579
12,0.32470476454451
12,-0.101523164075776
16,-0.930017032620448
16,-1.92520735094647
18,-2.66917411441939
38,0.901282225043741
55,0.94886551386916
55,1.38270568649635
